PlayerID,Name,Country,Position,Club,Season,Salary
387,Kai Dubois,Spain,Right Winger,Juventus FC,2023,28870881
388,Enzo Santos,Brazil,Centre-Back,Ajax Amsterdam,2024,11185138
389,Florian Rossi,Italy,Central Midfield,Chelsea FC,2024,26852523
390,Enzo Costa,Spain,Left-Back,Aston Villa,2022,10280439
391,Liam Bakker,Portugal,Central Midfield,FC Porto,2023,11846084
392,Owen Williams,Germany,Left Winger,Crystal Palace,2022,11033284
393,Javier Silva,Uruguay,Central Midfield,Tottenham Hotspur,2024,19104420
394,Javier Costa,England,Right-Back,Chelsea FC,2022,19871574
395,Liam Garcia,Portugal,Right-Back,Liverpool FC,2024,39603075
396,Hugo Silva,England,Goalkeeper,Tottenham Hotspur,2024,17647604
397,Mateo Silva,Portugal,Attacking Midfield,SSC Napoli,2022,14072840
398,Mateo Bakker,Portugal,Centre-Back,Aston Villa,2022,4007665
399,Mateo Fernandez,France,Left Winger,Paris Saint-Germain,2022,30816602
400,Arthur Silva,Netherlands,Goalkeeper,AC Milan,2024,8668601
401,Liam Rossi,Uruguay,Defensive Midfield,Sevilla FC,2024,16855265
402,Mateo Garcia,France,Attacking Midfield,Real Madrid,2024,46286375
403,Antonio Brown,Brazil,Goalkeeper,AC Milan,2022,11201508
404,Liam Silva,Spain,Attacking Midfield,RB Leipzig,2023,15869800
405,Hugo Brown,Argentina,Defensive Midfield,Ajax Amsterdam,2023,6597611
406,Mateo Bakker,France,Defensive Midfield,FC Porto,2022,4402037
407,Leo Costa,England,Defensive Midfield,Tottenham Hotspur,2022,13748908
408,Sven Rossi,Brazil,Attacking Midfield,Inter Milan,2024,13069690
409,Mateo Costa,Portugal,Attacking Midfield,Borussia Dortmund,2024,10055034
410,Leo Rossi,Portugal,Left Winger,Atlético de Madrid,2022,27135653
411,Florian Dubois,Argentina,Centre-Forward,Ajax Amsterdam,2023,11486269
412,Liam Dubois,Brazil,Right-Back,Atlético de Madrid,2022,21066800
413,Sven Schmidt,Croatia,Left Winger,FC Porto,2023,10825032
414,Mateo Schmidt,Spain,Goalkeeper,AC Milan,2023,5734347
415,Mateo Schmidt,Portugal,Goalkeeper,AS Roma,2023,9080628
416,Mateo Garcia,France,Defensive Midfield,West Ham United,2023,4600314
417,Owen Brown,Netherlands,Defensive Midfield,Juventus FC,2023,15934687
418,Diogo Schmidt,Italy,Right-Back,Paris Saint-Germain,2022,43040497
419,Enzo Brown,Argentina,Left-Back,AC Milan,2023,7813210
420,Mateo Williams,Brazil,Right Winger,Everton FC,2023,7578474
421,Kai Muller,Uruguay,Right-Back,Real Sociedad,2022,3600450
422,Owen Garcia,England,Defensive Midfield,Leicester City,2023,550342
423,Florian Dubois,Uruguay,Central Midfield,Borussia Dortmund,2022,8104101
424,Enzo Rossi,Belgium,Right-Back,Inter Milan,2024,15683050
425,Diogo Santos,Germany,Left Winger,Leicester City,2024,2222445
426,Javier Schmidt,France,Left-Back,Crystal Palace,2024,4182148
427,Owen Schmidt,Nigeria,Left-Back,AS Roma,2023,6974758
428,Ben Muller,Nigeria,Attacking Midfield,Olympique Lyon,2024,4593423
429,Javier Williams,Germany,Right-Back,Everton FC,2024,6426036
430,Arthur Dubois,Argentina,Right Winger,Arsenal FC,2022,24751041
431,Enzo Santos,Nigeria,Centre-Back,Villarreal CF,2022,5721325
432,Kai Dubois,France,Left-Back,Tottenham Hotspur,2023,9084220
433,Arthur Muller,Brazil,Goalkeeper,Liverpool FC,2022,28375627
434,Diogo Schmidt,France,Defensive Midfield,Tottenham Hotspur,2024,19044591
435,Hugo Muller,Argentina,Left Winger,Juventus FC,2024,34758250
436,Arthur Schmidt,Portugal,Left-Back,Bayer 04 Leverkusen,2022,11434734
437,Enzo Muller,Uruguay,Centre-Back,Bayer 04 Leverkusen,2024,9058782
438,Enzo Schmidt,Colombia,Attacking Midfield,Inter Milan,2023,30364934
439,Florian Williams,Germany,Right-Back,Chelsea FC,2022,14457343
440,Enzo Silva,Portugal,Centre-Back,Juventus FC,2023,21162579
441,Diogo Silva,Germany,Attacking Midfield,Real Madrid,2023,18531533
442,Hugo Dubois,England,Centre-Forward,Bayern Munich,2022,49024391
443,Diogo Brown,France,Right Winger,RB Leipzig,2024,15545611
444,Hugo Santos,Germany,Central Midfield,Man City,2024,52213608
445,Mateo Schmidt,Germany,Right-Back,Bayer 04 Leverkusen,2024,4719999
446,Diogo Fernandez,Brazil,Central Midfield,Olympique Marseille,2022,2857443
447,Mateo Silva,Belgium,Left-Back,West Ham United,2024,6077499
448,Ben Williams,Germany,Centre-Forward,Arsenal FC,2024,33883247
449,Kai Santos,France,Defensive Midfield,Sevilla FC,2022,18286686
450,Liam Williams,England,Centre-Forward,Man City,2023,41907653
451,Florian Silva,England,Attacking Midfield,Leicester City,2022,4956335
452,Javier Rossi,France,Goalkeeper,Man United,2024,18458230
453,Florian Rossi,Brazil,Defensive Midfield,Bayer 04 Leverkusen,2024,11695721
454,Mateo Dubois,England,Right Winger,Liverpool FC,2022,50797482
455,Owen Costa,Argentina,Central Midfield,Villarreal CF,2022,7815193
456,Florian Williams,Germany,Centre-Back,Juventus FC,2022,19437328
457,Antonio Fernandez,England,Attacking Midfield,Juventus FC,2023,40179954
458,Liam Brown,Italy,Right Winger,Everton FC,2023,740500
459,Sven Dubois,Argentina,Goalkeeper,FC Porto,2022,10467901
460,Javier Williams,Germany,Centre-Forward,Leicester City,2024,7189034
461,Owen Schmidt,Netherlands,Centre-Forward,SL Benfica,2024,2760280
462,Mateo Bakker,Italy,Left Winger,Inter Milan,2022,32869106
463,Leo Williams,Spain,Left-Back,Liverpool FC,2024,36778193
464,Hugo Rossi,Netherlands,Right Winger,Chelsea FC,2022,15183975
465,Leo Rossi,Netherlands,Left-Back,Leicester City,2022,5267550
466,Owen Jones,Netherlands,Defensive Midfield,Villarreal CF,2024,4645328
467,Arthur Rossi,Italy,Goalkeeper,Juventus FC,2023,11374235
468,Enzo Silva,France,Right Winger,Olympique Lyon,2024,7760183
469,Enzo Williams,France,Central Midfield,Bayer 04 Leverkusen,2024,7675179
470,Owen Dubois,Brazil,Right Winger,Villarreal CF,2023,2618131
471,Diogo Brown,Argentina,Right-Back,Villarreal CF,2022,6264360
472,Owen Williams,Uruguay,Defensive Midfield,West Ham United,2024,3255738
473,Owen Williams,Wales,Defensive Midfield,West Ham United,2023,9382636
474,Arthur Dubois,Spain,Attacking Midfield,Borussia Dortmund,2022,17953086
475,Liam Jones,Brazil,Centre-Forward,Real Madrid,2023,45368696
476,Liam Muller,Germany,Defensive Midfield,SL Benfica,2023,8766090
477,Antonio Garcia,France,Right-Back,West Ham United,2024,3124005
478,Liam Silva,Spain,Goalkeeper,Borussia Dortmund,2023,6525870
479,Sven Silva,Brazil,Right Winger,Atlético de Madrid,2023,38927894
480,Florian Muller,Portugal,Centre-Forward,Arsenal FC,2022,34319265
481,Antonio Costa,Netherlands,Left Winger,Paris Saint-Germain,2022,51163419
482,Liam Bakker,Italy,Goalkeeper,RB Leipzig,2024,16592608
483,Owen Dubois,France,Central Midfield,Atlético de Madrid,2022,24681364
484,Leo Jones,Spain,Left-Back,Everton FC,2024,7527475
485,Javier Schmidt,Germany,Centre-Forward,Everton FC,2023,9161505
486,Ben Fernandez,Belgium,Centre-Back,Paris Saint-Germain,2024,38697141
487,Arthur Bakker,Spain,Centre-Forward,West Ham United,2023,11960689
488,Ben Fernandez,England,Goalkeeper,Olympique Lyon,2024,7844685
489,Enzo Silva,Belgium,Centre-Forward,Arsenal FC,2023,18632519
490,Arthur Brown,Belgium,Centre-Forward,Olympique Lyon,2022,3158451
491,Enzo Brown,Italy,Defensive Midfield,Everton FC,2022,8352326
492,Mateo Williams,Portugal,Attacking Midfield,Atlético de Madrid,2024,32029119
493,Arthur Jones,England,Left Winger,Paris Saint-Germain,2023,23534261
494,Enzo Rossi,Brazil,Right-Back,AC Milan,2024,9615424
495,Liam Silva,Portugal,Left Winger,Chelsea FC,2023,28588774
496,Mateo Costa,Brazil,Central Midfield,FC Porto,2022,9651408
497,Sven Santos,Netherlands,Right-Back,Tottenham Hotspur,2023,6183606
498,Mateo Brown,France,Centre-Forward,Ajax Amsterdam,2022,9652386
499,Antonio Jones,England,Right Winger,Man United,2023,43456749
500,Florian Schmidt,Brazil,Right-Back,Bayern Munich,2024,37529636
501,Ben Costa,Germany,Left Winger,Villarreal CF,2023,2448344
502,Javier Muller,France,Defensive Midfield,Olympique Lyon,2022,5449608
503,Arthur Fernandez,Portugal,Left-Back,Man United,2023,23244000
504,Mateo Muller,Italy,Right Winger,Tottenham Hotspur,2023,7976447
505,Antonio Brown,France,Attacking Midfield,Sevilla FC,2022,9867971
506,Liam Costa,Italy,Right-Back,Arsenal FC,2022,13844867
507,Mateo Dubois,France,Left Winger,Olympique Lyon,2024,831528
508,Liam Fernandez,Brazil,Centre-Back,AS Roma,2023,7171663
509,Mateo Schmidt,Brazil,Goalkeeper,Juventus FC,2024,23268078
510,Owen Muller,Portugal,Goalkeeper,Chelsea FC,2022,29645537
511,Mateo Brown,France,Centre-Forward,FC Barcelona,2024,17591447
512,Arthur Muller,Brazil,Right Winger,AS Roma,2022,5547437
513,Kai Williams,Brazil,Right Winger,Leicester City,2024,8770001
514,Florian Silva,Spain,Centre-Forward,Bayern Munich,2022,41921860
515,Sven Brown,France,Left-Back,Sevilla FC,2023,18795434
516,Arthur Schmidt,Portugal,Goalkeeper,Aston Villa,2022,5774283
517,Enzo Jones,Brazil,Centre-Forward,Paris Saint-Germain,2023,29060542
518,Diogo Silva,France,Attacking Midfield,SL Benfica,2024,5432638
519,Hugo Rossi,England,Right-Back,Arsenal FC,2023,31453845
520,Hugo Rossi,Brazil,Left Winger,Juventus FC,2023,16853985
521,Leo Santos,Argentina,Central Midfield,Leicester City,2023,4056556
522,Sven Santos,France,Goalkeeper,AC Milan,2022,18728923
523,Javier Silva,Netherlands,Right Winger,Man City,2024,56732392
524,Arthur Dubois,Germany,Right Winger,Liverpool FC,2022,35592942
525,Diogo Jones,France,Left-Back,Borussia Dortmund,2024,7428133
526,Kai Garcia,England,Centre-Forward,Paris Saint-Germain,2024,27290064
527,Leo Schmidt,Brazil,Centre-Back,Olympique Marseille,2024,3684681
528,Javier Garcia,England,Right-Back,Inter Milan,2024,18095548
529,Diogo Jones,England,Left-Back,Olympique Marseille,2023,3645459
530,Sven Fernandez,France,Right Winger,SL Benfica,2023,4535414
531,Kai Williams,France,Defensive Midfield,Paris Saint-Germain,2022,28763191
532,Enzo Jones,Germany,Central Midfield,Real Sociedad,2024,2665183
533,Hugo Dubois,Brazil,Defensive Midfield,FC Porto,2024,7245908
534,Liam Williams,Germany,Right Winger,Leicester City,2024,3229484
535,Mateo Santos,Germany,Left-Back,Aston Villa,2023,6913420
536,Leo Costa,England,Central Midfield,SSC Napoli,2022,6267636
537,Florian Muller,Brazil,Right-Back,Chelsea FC,2023,23106619
538,Diogo Schmidt,France,Left Winger,Bayern Munich,2024,54636000
539,Mateo Bakker,Netherlands,Right-Back,Crystal Palace,2022,2802776
540,Diogo Dubois,Belgium,Left Winger,Chelsea FC,2022,26072147
541,Ben Williams,Spain,Attacking Midfield,Juventus FC,2022,22920890
542,Ben Fernandez,Brazil,Right Winger,AS Roma,2022,12117392
543,Owen Silva,England,Right-Back,Ajax Amsterdam,2022,4737555
544,Leo Rossi,Argentina,Left-Back,Sevilla FC,2023,12066574
545,Owen Bakker,England,Defensive Midfield,Bayer 04 Leverkusen,2024,9435790
546,Leo Costa,France,Centre-Back,SL Benfica,2022,5105043
547,Owen Dubois,Spain,Goalkeeper,Olympique Lyon,2022,1460591
548,Hugo Costa,England,Centre-Back,Sevilla FC,2022,12148008
549,Leo Williams,England,Goalkeeper,Tottenham Hotspur,2022,5759214
550,Florian Brown,Argentina,Left-Back,Olympique Lyon,2024,4486405
551,Arthur Bakker,England,Left-Back,Man City,2024,24349553
552,Hugo Santos,Croatia,Centre-Back,RB Leipzig,2023,14799973
553,Enzo Schmidt,Germany,Central Midfield,Real Sociedad,2023,3862773
554,Ben Costa,France,Attacking Midfield,AC Milan,2022,22872744
555,Leo Fernandez,England,Attacking Midfield,FC Barcelona,2024,28115436
556,Liam Brown,Argentina,Central Midfield,Tottenham Hotspur,2023,17740415
557,Hugo Santos,England,Left Winger,West Ham United,2023,9618732
558,Enzo Schmidt,Wales,Centre-Back,West Ham United,2023,4525764
559,Owen Williams,England,Right Winger,SSC Napoli,2023,20840372
560,Enzo Rossi,Portugal,Right Winger,Aston Villa,2024,3135675
561,Sven Williams,Spain,Left-Back,Olympique Marseille,2023,745901
562,Diogo Costa,Spain,Left Winger,SSC Napoli,2022,19023118
563,Sven Fernandez,Portugal,Goalkeeper,Arsenal FC,2023,21804198
564,Florian Fernandez,Belgium,Centre-Forward,RB Leipzig,2024,21051319
565,Florian Schmidt,Italy,Defensive Midfield,Inter Milan,2022,31583007
566,Leo Silva,Brazil,Left Winger,AS Roma,2023,9650292
567,Ben Jones,England,Left Winger,Ajax Amsterdam,2024,4978255
568,Florian Williams,Argentina,Defensive Midfield,Everton FC,2023,4109437
569,Antonio Garcia,Nigeria,Left-Back,Inter Milan,2024,25697727
570,Antonio Costa,Argentina,Right Winger,Paris Saint-Germain,2024,55546145
571,Diogo Jones,Argentina,Left-Back,Real Sociedad,2023,4592877
572,Mateo Brown,Brazil,Central Midfield,Olympique Marseille,2022,5677712
573,Enzo Brown,Italy,Defensive Midfield,Chelsea FC,2023,12006081
574,Javier Garcia,Belgium,Central Midfield,AC Milan,2024,7492236
575,Kai Silva,Portugal,Attacking Midfield,Ajax Amsterdam,2024,6915182
576,Leo Brown,France,Left Winger,Villarreal CF,2024,659656
577,Enzo Garcia,Wales,Defensive Midfield,Real Sociedad,2023,5860749
578,Florian Silva,Belgium,Centre-Forward,Sevilla FC,2022,19619367
579,Liam Rossi,Germany,Central Midfield,Sevilla FC,2023,13269829
580,Mateo Bakker,Germany,Defensive Midfield,Olympique Marseille,2022,2633392
581,Hugo Rossi,Brazil,Central Midfield,Real Madrid,2024,31284385
582,Liam Bakker,Belgium,Right Winger,Chelsea FC,2024,15847779
583,Ben Garcia,France,Goalkeeper,SL Benfica,2022,8706240
584,Ben Fernandez,France,Goalkeeper,FC Porto,2024,5938219
585,Sven Silva,Germany,Central Midfield,FC Barcelona,2023,18756041
586,Arthur Jones,Spain,Defensive Midfield,AS Roma,2022,7485393
587,Owen Williams,France,Right Winger,Real Madrid,2023,30150131
588,Leo Williams,England,Centre-Forward,Juventus FC,2024,21853900
589,Arthur Williams,France,Right Winger,Ajax Amsterdam,2022,9471329
590,Arthur Fernandez,Spain,Defensive Midfield,SSC Napoli,2022,15843447
591,Javier Silva,Brazil,Defensive Midfield,Juventus FC,2023,24437617
592,Ben Fernandez,Portugal,Left Winger,Villarreal CF,2023,8789489
593,Florian Brown,Spain,Central Midfield,Bayern Munich,2024,28653128
594,Hugo Santos,France,Attacking Midfield,Real Madrid,2023,41666100
595,Enzo Schmidt,Italy,Defensive Midfield,Liverpool FC,2023,21701214
596,Hugo Fernandez,Brazil,Centre-Forward,Arsenal FC,2023,31274655
597,Hugo Williams,Belgium,Centre-Forward,Olympique Marseille,2022,9557471
598,Javier Costa,Portugal,Right Winger,Leicester City,2022,4048901
599,Arthur Brown,Argentina,Centre-Back,Bayern Munich,2024,17487521
600,Javier Garcia,Netherlands,Goalkeeper,AS Roma,2024,8011781
601,Leo Schmidt,France,Centre-Back,Real Madrid,2022,43933528
602,Javier Rossi,Spain,Goalkeeper,Inter Milan,2024,23024501
603,Diogo Muller,Germany,Left-Back,SSC Napoli,2024,17213072
604,Kai Williams,France,Left Winger,Arsenal FC,2022,25031145
605,Javier Silva,Spain,Centre-Back,Aston Villa,2023,4978029
606,Kai Rossi,Spain,Right-Back,Villarreal CF,2024,4523454
607,Florian Santos,England,Attacking Midfield,FC Porto,2023,4217078
608,Liam Fernandez,Argentina,Left-Back,Ajax Amsterdam,2022,5649048
609,Javier Muller,Germany,Right Winger,RB Leipzig,2024,12456905
610,Owen Jones,Germany,Left-Back,Olympique Marseille,2023,4496490
611,Arthur Bakker,Brazil,Attacking Midfield,Liverpool FC,2022,54403729
612,Florian Muller,Spain,Left Winger,SL Benfica,2024,6404081
613,Leo Schmidt,Portugal,Centre-Forward,Juventus FC,2024,26287500
614,Sven Williams,Argentina,Left-Back,West Ham United,2022,4654962
615,Hugo Rossi,Spain,Centre-Forward,Tottenham Hotspur,2023,11705740
616,Kai Dubois,Brazil,Left-Back,Olympique Marseille,2024,6280597
617,Owen Brown,Italy,Defensive Midfield,Sevilla FC,2023,12939043
618,Enzo Bakker,Wales,Attacking Midfield,FC Porto,2024,6681083
619,Ben Costa,Netherlands,Goalkeeper,AC Milan,2024,14977862
620,Javier Jones,Germany,Right-Back,Leicester City,2024,5373350
621,Javier Dubois,Belgium,Goalkeeper,Man United,2022,46528913
622,Diogo Garcia,France,Right Winger,Liverpool FC,2023,54285372
623,Arthur Santos,Spain,Right Winger,Real Sociedad,2023,5597320
624,Sven Williams,Germany,Goalkeeper,Chelsea FC,2023,12165369
625,Ben Dubois,Belgium,Right-Back,Tottenham Hotspur,2024,5721812
626,Owen Dubois,Wales,Right-Back,Inter Milan,2024,21692706
627,Ben Fernandez,France,Central Midfield,Sevilla FC,2023,8105871
628,Ben Brown,England,Left-Back,RB Leipzig,2023,10368328
629,Arthur Williams,France,Left Winger,Arsenal FC,2022,22835316
630,Owen Jones,France,Goalkeeper,Inter Milan,2022,28465066
631,Ben Rossi,Brazil,Centre-Back,Leicester City,2024,4817250
632,Florian Santos,Germany,Right Winger,Sevilla FC,2023,12806076
633,Kai Schmidt,Brazil,Right-Back,Paris Saint-Germain,2024,36724953
634,Ben Silva,Nigeria,Left Winger,SL Benfica,2024,8294454
635,Hugo Dubois,Germany,Centre-Forward,Bayern Munich,2023,51658717
636,Arthur Costa,Germany,Right-Back,AC Milan,2022,16394520
637,Florian Schmidt,Brazil,Centre-Back,Villarreal CF,2024,3564143
638,Sven Dubois,Portugal,Central Midfield,AC Milan,2022,10952199
639,Hugo Brown,Spain,Right Winger,Villarreal CF,2022,6057073
640,Diogo Jones,Germany,Attacking Midfield,Tottenham Hotspur,2022,22800536
641,Enzo Dubois,Belgium,Defensive Midfield,AS Roma,2024,11397555
642,Sven Rossi,Brazil,Defensive Midfield,Bayern Munich,2022,37464520
643,Leo Fernandez,France,Goalkeeper,Borussia Dortmund,2023,9942744
644,Sven Silva,England,Left Winger,Bayern Munich,2022,32186476
645,Arthur Silva,Spain,Defensive Midfield,Real Madrid,2022,49535166
646,Mateo Jones,France,Central Midfield,Paris Saint-Germain,2024,25291566
647,Leo Jones,England,Central Midfield,Crystal Palace,2024,8576646
648,Sven Fernandez,Brazil,Defensive Midfield,Bayer 04 Leverkusen,2024,8425724
649,Enzo Brown,France,Attacking Midfield,Crystal Palace,2022,1630528
650,Arthur Silva,Italy,Right-Back,Aston Villa,2024,10197183
651,Liam Costa,Germany,Defensive Midfield,Bayern Munich,2023,35481465
652,Javier Santos,England,Goalkeeper,Inter Milan,2023,12968694
653,Kai Brown,Argentina,Left Winger,Atlético de Madrid,2022,30871602
654,Hugo Muller,England,Central Midfield,Atlético de Madrid,2023,19570832
655,Leo Santos,Senegal,Goalkeeper,Juventus FC,2023,10956579
656,Owen Dubois,Spain,Centre-Forward,Crystal Palace,2024,1354656
657,Owen Santos,Brazil,Right-Back,Atlético de Madrid,2023,27252812
658,Diogo Muller,Brazil,Goalkeeper,Bayern Munich,2023,28868571
659,Florian Schmidt,Germany,Right Winger,SL Benfica,2023,2808865
660,Mateo Silva,Brazil,Central Midfield,Crystal Palace,2022,2456491
661,Javier Garcia,France,Right Winger,Man City,2024,35267440
662,Florian Rossi,Croatia,Goalkeeper,Real Madrid,2024,34883160
663,Antonio Rossi,Uruguay,Left-Back,Liverpool FC,2022,47250978
664,Kai Fernandez,Portugal,Central Midfield,Arsenal FC,2022,28820045
665,Diogo Rossi,Nigeria,Right-Back,Inter Milan,2023,17539522
666,Mateo Bakker,Uruguay,Left-Back,Bayer 04 Leverkusen,2024,6620885
667,Florian Garcia,Spain,Left Winger,Bayer 04 Leverkusen,2024,3976406
668,Owen Santos,Brazil,Central Midfield,Everton FC,2023,2214030
669,Kai Garcia,Colombia,Central Midfield,Borussia Dortmund,2023,10923762
670,Diogo Garcia,Nigeria,Goalkeeper,Bayer 04 Leverkusen,2024,9958516
671,Owen Garcia,Portugal,Right-Back,Villarreal CF,2024,3187977
672,Javier Santos,Germany,Attacking Midfield,Crystal Palace,2024,3953501
673,Owen Brown,Portugal,Goalkeeper,AC Milan,2023,12101554
674,Sven Rossi,Spain,Attacking Midfield,AS Roma,2022,15553601
675,Enzo Brown,Netherlands,Centre-Forward,Real Madrid,2024,57882324
676,Diogo Dubois,Brazil,Right-Back,Paris Saint-Germain,2023,35582948
677,Owen Bakker,Brazil,Centre-Forward,Chelsea FC,2022,22536256
678,Leo Brown,Brazil,Defensive Midfield,FC Porto,2022,12074800
679,Hugo Garcia,Italy,Right-Back,Olympique Lyon,2022,6733702
680,Florian Garcia,England,Left-Back,Man City,2022,46550403
681,Antonio Garcia,Germany,Centre-Back,Sevilla FC,2024,8215711
682,Ben Garcia,Brazil,Defensive Midfield,Inter Milan,2022,20872908
683,Mateo Garcia,France,Centre-Back,FC Barcelona,2024,22696697
684,Antonio Rossi,Germany,Left-Back,Olympique Marseille,2022,569276
685,Arthur Costa,Colombia,Left Winger,Bayer 04 Leverkusen,2024,12866187
686,Enzo Jones,Germany,Defensive Midfield,Aston Villa,2022,8488907
687,Leo Bakker,Netherlands,Right Winger,Crystal Palace,2024,8835275
688,Liam Costa,France,Centre-Forward,Everton FC,2023,8378157
